,daysOnMovoto,listDate,listingAgent,listPrice,lotSize,sqftTotal,mlsNumber,bath,bed,officeListName,propertyType,yearBuilt,zipCode,path,status,houseRealStatus,createdAt,onMarketDateTime,priceRaw,geo.state,geo.city,geo.zipcode,geo.address
90,3,2021-04-29 00:00:00,Loring Aguillon-Racine,998000,0,753,421543218,1,2,"JS Sullivan Sales and Marketing, Inc.",CONDO,2021,94102,san-francisco-ca/555-golden-gate-ave-apt-8c-san-francisco-ca-94102-110_421543218/for-sale/,Active,ACTIVE,2021-04-29 17:01:35,2021-04-29 00:00:00,998000,CA,San Francisco,94102,555 Golden Gate Ave #8C
91,3,2021-04-29 00:00:00,Loring Aguillon-Racine,799000,0,568,421543201,1,1,"JS Sullivan Sales and Marketing, Inc.",CONDO,2021,94102,san-francisco-ca/555-golden-gate-ave-apt-8a-san-francisco-ca-94102-110_421543201/for-sale/,Active,ACTIVE,2021-04-29 17:01:34,2021-04-29 00:00:00,799000,CA,San Francisco,94102,555 Golden Gate Ave #8A
92,3,2021-04-29 00:00:00,Donna Ng,488000,7498,261,421541882,1,1,"Donna L. Ng, Broker",CONDO,1908,94102,san-francisco-ca/83-mcallister-st-504-san-francisco-ca-94102/pid_79iwoad48g/for-sale/,Active,ACTIVE,2021-04-29 16:56:41,2021-04-29 00:00:00,488000,CA,San Francisco,94102,83 Mcallister St #504
93,3,2021-04-29 00:00:00,Geary Do,1098000,2500,2154,40947178,2,3,Mosaik Real Estate,SINGLE_FAMILY_HOUSE,1926,94112,san-francisco-ca/530-vienna-st-san-francisco-ca-94112/pid_2wpzoad48g/for-sale/,Active,ACTIVE,2021-04-29 16:11:36,2021-04-29 00:00:00,1098000,CA,San Francisco,94112,530 Vienna St
94,3,2021-02-18 00:00:00,Andrew Herrera II,1475000,3123,1674,421540038,2,2,Berkshire Hathaway-Franciscan,SINGLE_FAMILY_HOUSE,1950,94127,san-francisco-ca/176-merced-ave-san-francisco-ca-94127/pid_d7cyoad48g/for-sale/,Active,ACTIVE,2021-04-29 16:11:26,2021-02-18 00:00:00,1475000,CA,San Francisco,94127,176 Merced Ave
96,3,2021-03-31 00:00:00,Joshua Silverman,1495000,2247,2616,421543210,2,5,Real Management Company,MULTI_FAMILY,1907,94110,san-francisco-ca/737-guerrero-st-apt-2-san-francisco-ca-94110-110_421543210/for-sale/,Active,ACTIVE,2021-04-29 15:26:31,2021-03-31 00:00:00,1495000,CA,San Francisco,94110,737 Guerrero St #2
97,3,2021-04-29 00:00:00,Albert Reyes,1699999,2496,1599,ML81829109,2,4,Compass,SINGLE_FAMILY_HOUSE,1923,94110,san-francisco-ca/1465-york-st-san-francisco-ca-94110/pid_5l7yoad48g/for-sale/,Active,ACTIVE,2021-04-29 14:47:36,2021-04-29 00:00:00,1699999,CA,San Francisco,94110,1465 York St
98,3,2021-04-02 00:00:00,Sabrina Gee-Shin,899000,2123,1298,421538199,2,3,Corcoran Global Living,SINGLE_FAMILY_HOUSE,1959,94112,san-francisco-ca/225-guttenberg-st-san-francisco-ca-94112/pid_1uwzoad48g/for-sale/,Active,ACTIVE,2021-04-29 07:21:18,2021-04-02 00:00:00,899000,CA,San Francisco,94112,225 Guttenberg St
100,3,2021-04-24 00:00:00,Carlos Cabarcos,1249000,6160,1346,421542155,3,2,Vanguard Properties,CONDO,1998,94117,san-francisco-ca/570-page-st-apt-4-san-francisco-ca-94117-110_421542155/for-sale/,Active,ACTIVE,2021-04-29 07:21:17,2021-04-24 00:00:00,1249000,CA,San Francisco,94117,570 Page St #4
101,3,2021-04-27 00:00:00,Michael Ackerman,1695000,2579,1386,421541561,2,3,Corcoran Global Living,CONDO,1962,94114,san-francisco-ca/3802-16th-st-san-francisco-ca-94114/pid_tn7xoad48g/for-sale/,Active,ACTIVE,2021-04-29 07:21:16,2021-04-27 00:00:00,1695000,CA,San Francisco,94114,3802 16th St
102,3,2021-03-26 00:00:00,Miriam Westberg,1295000,1646,1000,421543012,1,2,Redfin,SINGLE_FAMILY_HOUSE,1925,94107,san-francisco-ca/1324-20th-street-san-francisco-ca-94107-110_439463/for-sale/,Active,ACTIVE,2021-04-29 07:21:15,2021-03-26 00:00:00,1295000,CA,San Francisco,94107,1324 20th St
103,3,2021-04-22 00:00:00,Taya Katz,1498000,2949,1533,421541359,3,5,"Elite Realty Group, Inc.",SINGLE_FAMILY_HOUSE,1956,94131,san-francisco-ca/17-olympia-way-san-francisco-ca-94131/pid_6ccyoad48g/for-sale/,Active,ACTIVE,2021-04-29 07:21:15,2021-04-22 00:00:00,1498000,CA,San Francisco,94131,17 Olympia Way
104,3,2020-12-07 00:00:00,Michelle Long,1495000,0,0,421543081,1,2,Compass,CONDO,1909,94117,san-francisco-ca/1156-stanyan-st-san-francisco-ca-94117/pid_vd8woad48g/for-sale/,Active,ACTIVE,2021-04-29 07:21:14,2020-12-07 00:00:00,1495000,CA,San Francisco,94117,1156 Stanyan St
106,3,2021-04-28 00:00:00,Elena Wyman,1998000,12272,1981,421543321,3,2,Emerald Key Realty,CONDO,2006,94107,san-francisco-ca/188-king-st-207-san-francisco-ca-94107-110_429073/for-sale/,Active,ACTIVE,2021-04-29 04:06:18,2021-04-28 00:00:00,1998000,CA,San Francisco,94107,188 King St #207
107,4,2021-04-28 00:00:00,Robin Hubinsky,995000,3602,1034,421543267,2,2,Vanguard Properties,CONDO,1980,94110,san-francisco-ca/3321-26th-st-4-san-francisco-ca-94110-110_431566/for-sale/,Active,ACTIVE,2021-04-29 01:21:19,2021-04-28 00:00:00,995000,CA,San Francisco,94110,3321 26th St #4
108,4,2021-01-01 00:00:00,Jason Tam,1499999,3001,2718,514291,2,3,Corcoran Global Living,CONDO,1910,94110,san-francisco-ca/30-cunningham-pl-san-francisco-ca-94110-110_514291/for-sale/,Active,ACTIVE,2021-04-29 01:11:26,2021-01-01 00:00:00,1499999,CA,San Francisco,94110,30 Cunningham Pl
109,4,2021-04-28 17:05:52,Lucy Goldenshteyn,998000,2387,1880,ML81841248,2,4,Redfin,SINGLE_FAMILY_HOUSE,1982,94112,san-francisco-ca/75-santa-barbara-ave-san-francisco-ca-94112-110_429645/for-sale/,Active,ACTIVE,2021-04-29 00:07:32,2021-04-28 17:05:52,998000,CA,San Francisco,94112,75 Santa Barbara Ave
110,4,2021-04-28 00:00:00,Trisha La,1449000,2910,1525,ML81841223,2,3,Trusted Realty & Mortgage,SINGLE_FAMILY_HOUSE,1945,94122,san-francisco-ca/1767-43rd-ave-san-francisco-ca-94122/pid_0dtxoad48g/for-sale/,Active,ACTIVE,2021-04-28 22:42:32,2021-04-28 00:00:00,1449000,CA,San Francisco,94122,1767 43rd Ave
111,4,2021-04-28 13:53:35,Rosemarie Figueroa,3386000,9627,4084,ML81841203,4,4,Compass,SINGLE_FAMILY_HOUSE,1939,94132,san-francisco-ca/44-stonecrest-dr-san-francisco-ca-94132/pid_8ad0oad48g/for-sale/,Active,ACTIVE,2021-04-28 20:57:37,2021-04-28 13:53:35,3386000,CA,San Francisco,94132,44 Stonecrest Dr
112,4,2021-04-28 13:36:31,Terri Brown,1299000,1999,1400,ML81841198,1,3,Compass,OTHER,1909,94110,san-francisco-ca/1785-alabama-st-apt-1785-san-francisco-ca-94110-100_ml81841198/for-sale/,Active,ACTIVE,2021-04-28 20:42:39,2021-04-28 13:36:31,1299000,CA,San Francisco,94110,1785 Alabama St #1785
113,4,2021-04-28 13:24:17,Terri Brown,899000,1999,1200,ML81841197,1,2,Compass,OTHER,1909,94110,san-francisco-ca/1787-alabama-st-apt-1787-san-francisco-ca-94110-100_ml81841197/for-sale/,Active,ACTIVE,2021-04-28 20:27:30,2021-04-28 13:24:17,899000,CA,San Francisco,94110,1787 Alabama St #1787
114,4,2021-04-26 00:00:00,Paul Michael Kitchen,995000,5236,785,421542273,1,1,Compass,CONDO,1963,94108,san-francisco-ca/10-miller-pl-503-san-francisco-ca-94103-110_424291/for-sale/,Active,ACTIVE,2021-04-28 20:16:29,2021-04-26 00:00:00,995000,CA,San Francisco,94108,10 Miller Pl #503
115,4,2020-12-18 00:00:00,Jason Hoffman,1995000,19278,1800,511260,2,2,Compass,CONDO,1962,94108,san-francisco-ca/1200-california-st-11d-san-francisco-ca-94109/pid_agcwoad48g/for-sale/,Active,ACTIVE,2021-04-28 19:51:22,2020-12-18 00:00:00,1995000,CA,San Francisco,94108,1200 California St #11D
116,4,2021-04-28 00:00:00,Lee Ann Monfredini,1249000,2057,1330,421542790,1,2,Compass,CONDO,1911,94117,san-francisco-ca/40-cole-st-san-francisco-ca-94117-110_393567/for-sale/,Active,ACTIVE,2021-04-28 19:36:26,2021-04-28 00:00:00,1249000,CA,San Francisco,94117,40 Cole St
117,4,2021-04-28 00:00:00,Scott E-li Yeh,799000,3000,0,421542807,1,2,Coldwell Banker Realty,CONDO,1947,94121,san-francisco-ca/546-43rd-ave-san-francisco-ca-94121/pid_bpdxoad48g/for-sale/,Active,ACTIVE,2021-04-28 17:46:41,2021-04-28 00:00:00,799000,CA,San Francisco,94121,546 43rd Ave
118,4,2021-04-28 00:00:00,Becky Layton,1699000,14529,1388,421542821,2,3,Compass,CONDO,1979,94115,san-francisco-ca/3176-sacramento-st-san-francisco-ca-94115/pid_qe0woad48g/for-sale/,Active,ACTIVE,2021-04-28 17:36:24,2021-04-28 00:00:00,1699000,CA,San Francisco,94115,3176 Sacramento St
119,4,2021-03-23 00:00:00,Derrick Mar,1349000,2750,1252,421542453,3,2,Compass,CONDO,1999,94110,san-francisco-ca/251-bartlett-st-b-san-francisco-ca-94110-110_400262/for-sale/,Active,ACTIVE,2021-04-28 16:51:22,2021-03-23 00:00:00,1349000,CA,San Francisco,94110,251 Bartlett St #B
120,4,2021-04-16 00:00:00,Wendy Watkins,1798000,2500,2045,421541683,2,3,Corcoran Global Living,CONDO,2015,94107,san-francisco-ca/838-kansas-st-apt-b-san-francisco-ca-94107-110_421541683/for-sale/,Active,ACTIVE,2021-04-28 16:51:21,2021-04-16 00:00:00,1798000,CA,San Francisco,94107,838 Kansas St #B
121,4,2021-03-15 00:00:00,Shelley Trew,559000,2041,0,421536537,1,1,Vanguard Properties,CONDO,1880,94110,san-francisco-ca/123-san-jose-ave-apt-b-san-francisco-ca-94110-110_421536537/for-sale/,Active,ACTIVE,2021-04-28 15:56:45,2021-03-15 00:00:00,559000,CA,San Francisco,94110,123 San Jose Ave #B
122,4,2021-04-28 00:00:00,Jason Chan,1295000,3000,1828,421542913,2,3,BarbCo,SINGLE_FAMILY_HOUSE,1935,94122,san-francisco-ca/2831-kirkham-st-san-francisco-ca-94122/pid_0zqxoad48g/for-sale/,Active,ACTIVE,2021-04-28 14:06:36,2021-04-28 00:00:00,1295000,CA,San Francisco,94122,2831 Kirkham St
123,4,2021-04-01 00:00:00,Sean Weinstock,1089000,2596,1090,421541796,2,2,Vanguard Properties,CONDO,1900,94110,san-francisco-ca/2830-22nd-street-3-san-francisco-ca-94110-110_435800/for-sale/,Active,ACTIVE,2021-04-28 07:51:13,2021-04-01 00:00:00,1089000,CA,San Francisco,94110,2830 22nd St #3
124,4,2021-04-01 00:00:00,Sean Weinstock,1089000,2596,1090,421541873,2,2,Vanguard Properties,SINGLE_FAMILY_HOUSE,1900,94110,san-francisco-ca/2830-22nd-st-san-francisco-ca-94110/pid_224yoad48g/for-sale/,Active,ACTIVE,2021-04-28 07:46:07,2021-04-01 00:00:00,1089000,CA,San Francisco,94110,2830 22nd St
125,4,2021-04-09 00:00:00,Margaret Wong,1620000,2000,3158,421540919,4,4,Better Homes and Gardens Real Estate Thrive,MULTI_FAMILY,1906,94103,san-francisco-ca/617-minna-st-apt-4-san-francisco-ca-94103-110_421540919/for-sale/,Active,ACTIVE,2021-04-28 07:26:10,2021-04-09 00:00:00,1620000,CA,San Francisco,94103,617 Minna St #4
127,4,2021-04-05 00:00:00,Janice Lee,1299000,0,2050,421540974,3,4,Coldwell Banker Realty,SINGLE_FAMILY_HOUSE,1904,94115,san-francisco-ca/2306-geary-blvd-san-francisco-ca-94115/pid_zh2woad48g/for-sale/,Active,ACTIVE,2021-04-28 07:16:11,2021-04-05 00:00:00,1299000,CA,San Francisco,94115,2306 Geary Blvd
128,4,2021-04-27 00:00:00,Ben Coleman,1055000,11357,952,421542747,2,1,Hartford Properties,CONDO,2007,94104,san-francisco-ca/690-market-st-1505-san-francisco-ca-94104/pid_kiiwoad48g/for-sale/,Active,ACTIVE,2021-04-28 07:16:10,2021-04-27 00:00:00,1055000,CA,San Francisco,94104,690 Market St #1505
132,5,2021-03-23 00:00:00,Mollie Poe,1995000,63237,2279,421542487,3,3,Compass,CONDO,2006,94107,san-francisco-ca/555-4th-st-105-san-francisco-ca-94107-110_395765/for-sale/,Active,ACTIVE,2021-04-28 00:56:22,2021-03-23 00:00:00,1995000,CA,San Francisco,94107,555 4th St #105
133,5,2021-04-27 00:00:00,John Lee,725000,25240,783,421542789,1,1,Compass,CONDO,1920,94109,san-francisco-ca/151-alice-b-toklas-pl-407-san-francisco-ca-94109/pid_l8swoad48g/for-sale/,Active,ACTIVE,2021-04-27 23:26:30,2021-04-27 00:00:00,725000,CA,San Francisco,94109,151 Alice B Toklas Pl #407
134,5,2021-04-27 15:26:13,Anne Lowry,1688000,2496,1920,ML81841043,2,3,"Golden State Realty & Mortgage, Inc.",SINGLE_FAMILY_HOUSE,1906,94110,san-francisco-ca/115-highland-ave-san-francisco-ca-94110/pid_6ljzoad48g/for-sale/,Active,ACTIVE,2021-04-27 22:32:29,2021-04-27 15:26:13,1688000,CA,San Francisco,94110,115 Highland Ave
135,5,2021-02-08 00:00:00,Jessica Branson,1550000,2796,0,421529864,3,3,Compass,SINGLE_FAMILY_HOUSE,1900,94131,san-francisco-ca/8-mateo-st-san-francisco-ca-94131-110_425882/for-sale/,Active,ACTIVE,2021-04-27 22:21:27,2021-02-08 00:00:00,1550000,CA,San Francisco,94131,8 Mateo St
136,5,2021-02-25 00:00:00,Edward Bate,2100000,1271,2312,421542727,3,5,Sotheby's International Realty,MULTI_FAMILY,1910,94108,san-francisco-ca/1127-clay-st-apt-2-san-francisco-ca-94108-110_421542727/for-sale/,Active,ACTIVE,2021-04-27 21:56:17,2021-02-25 00:00:00,2100000,CA,San Francisco,94108,1127 Clay St #2
137,5,2021-03-26 00:00:00,Robert Callan,3800000,5954,3660,421542636,4,5,Sotheby's International Realty,SINGLE_FAMILY_HOUSE,1926,94127,san-francisco-ca/195-san-anselmo-ave-san-francisco-ca-94127/pid_u2gyoad48g/for-sale/,Active,ACTIVE,2021-04-27 21:06:44,2021-03-26 00:00:00,3800000,CA,San Francisco,94127,195 San Anselmo Ave
138,5,2021-04-09 00:00:00,Rebecca Schumacher,3298000,0,1787,421537578,2,2,Sotheby's International Realty,CONDO,2016,94115,san-francisco-ca/2121-webster-st-apt-408-san-francisco-ca-94115-110_500832/for-sale/,Active,ACTIVE,2021-04-27 21:01:29,2021-04-09 00:00:00,3298000,CA,San Francisco,94115,2121 Webster St #408
139,5,2021-04-27 00:00:00,Michael Freethy,829000,2495,1000,421542663,1,2,Compass,SINGLE_FAMILY_HOUSE,1941,94132,san-francisco-ca/283-ramsell-st-san-francisco-ca-94132/pid_iz9zoad48g/for-sale/,Active,ACTIVE,2021-04-27 20:51:36,2021-04-27 00:00:00,829000,CA,San Francisco,94132,283 Ramsell St
140,5,2021-02-01 00:00:00,Susan Po-Rufino,1399000,0,985,421538286,2,1,Coldwell Banker Realty,CONDO,2015,94105,san-francisco-ca/333-beale-st-apt-c8h-san-francisco-ca-94105-110_476355/for-sale/,Active,ACTIVE,2021-04-27 20:21:33,2021-02-01 00:00:00,1399000,CA,San Francisco,94105,333 Beale St #C8H
141,5,2021-03-31 00:00:00,Trigg Splenda,1895000,2514,4740,421542405,3,8,Compass,MULTI_FAMILY,1908,94118,san-francisco-ca/632-balboa-st-apt-3-san-francisco-ca-94118-110_421542405/for-sale/,Active,ACTIVE,2021-04-27 19:46:26,2021-03-31 00:00:00,1895000,CA,San Francisco,94118,632 Balboa St #3
143,5,2021-04-27 00:00:00,Lamisse Droubi,1050000,2848,1272,421542456,1,2,Generation Real Estate,SINGLE_FAMILY_HOUSE,1927,94112,san-francisco-ca/1183-munich-st-san-francisco-ca-94112/pid_jzvzoad48g/for-sale/,Active,ACTIVE,2021-04-27 18:01:35,2021-04-27 00:00:00,1050000,CA,San Francisco,94112,1183 Munich St
145,5,2021-04-26 00:00:00,Vanessa Kitchen,1295000,7501,1037,421542267,2,2,Compass,CONDO,2010,94123,san-francisco-ca/3190-scott-st-302-san-francisco-ca-94123/pid_c6lwoad48g/for-sale/,Active,ACTIVE,2021-04-27 17:41:30,2021-04-26 00:00:00,1295000,CA,San Francisco,94123,3190 Scott St #302
146,5,2020-11-03 00:00:00,Elisabeth Scheidl,2150000,3005,2792,421541972,3,4,Coldwell Banker Realty,MULTI_FAMILY,1908,94122,san-francisco-ca/1601-11th-ave-apt-2-san-francisco-ca-94122-110_421541972/for-sale/,Active,ACTIVE,2021-04-27 17:36:56,2020-11-03 00:00:00,2150000,CA,San Francisco,94122,1601 11th Ave #2
147,5,2021-04-12 00:00:00,Laura Kaufman,729000,13130,796,421537553,1,1,Corcoran Global Living,CONDO,1992,94110,san-francisco-ca/550-s-van-ness-ave-408-san-francisco-ca-94110/pid_00nyoad48g/for-sale/,Active,ACTIVE,2021-04-27 14:36:40,2021-04-12 00:00:00,729000,CA,San Francisco,94110,550 S Van Ness Ave #408
148,5,2021-04-22 00:00:00,Michael Shaw,1575000,39396,0,421541970,3,2,Vanguard Properties,CONDO,2008,94110,san-francisco-ca/3620-19th-st-5-san-francisco-ca-94110/pid_0pqyoad48g/for-sale/,Active,ACTIVE,2021-04-27 07:36:13,2021-04-22 00:00:00,1575000,CA,San Francisco,94110,3620 19th St #5
149,5,2020-09-20 00:00:00,Karen Wong-Dunlap,949000,43147,1160,421542506,2,2,KW Peninsula Estates,CONDO,2002,94103,san-francisco-ca/140-s-van-ness-ave-apt-529-san-francisco-ca-94103-110_506649/for-sale/,Active,ACTIVE,2021-04-27 07:21:11,2020-09-20 00:00:00,949000,CA,San Francisco,94103,140 S Van Ness Ave #529
150,5,2021-04-01 00:00:00,Patrick Lowell,1095000,2805,1212,421542414,2,2,Compass,SINGLE_FAMILY_HOUSE,1928,94127,san-francisco-ca/135-manor-dr-san-francisco-ca-94127/pid_nckyoad48g/for-sale/,Active,ACTIVE,2021-04-27 07:21:10,2021-04-01 00:00:00,1095000,CA,San Francisco,94127,135 Manor Dr
151,5,2021-04-25 00:00:00,Jack Murray,1295000,1084,1496,421542298,2,3,Berkshire Hathaway-Franciscan,SINGLE_FAMILY_HOUSE,1900,94110,san-francisco-ca/685-capp-st-san-francisco-ca-94110/pid_81pyoad48g/for-sale/,Active,ACTIVE,2021-04-27 07:21:09,2021-04-25 00:00:00,1295000,CA,San Francisco,94110,685 Capp St
152,5,2021-02-23 00:00:00,Jennifer Hughes,925000,2495,0,421540290,2,3,Legacy Real Estate,SINGLE_FAMILY_HOUSE,1900,94124,san-francisco-ca/942-ingerson-ave-san-francisco-ca-94124-100_81305172/for-sale/,Active,ACTIVE,2021-04-27 07:21:08,2021-02-23 00:00:00,925000,CA,San Francisco,94124,942 Ingerson Ave
153,5,2020-11-03 00:00:00,Elisabeth Scheidl,2150000,3005,2792,421537781,6,4,Coldwell Banker Realty,SINGLE_FAMILY_HOUSE,1908,94122,san-francisco-ca/1601-11th-ave-san-francisco-ca-94122-110_421537781/for-sale/,Active,ACTIVE,2021-04-27 07:21:08,2020-11-03 00:00:00,2150000,CA,San Francisco,94122,1601 11th Ave
154,6,2021-04-26 00:00:00,Massimo Loporto,1275000,0,1038,421542554,2,2,Vanguard Properties,CONDO,2020,94110,san-francisco-ca/3620-cesar-chavez-st-apt-404-san-francisco-ca-94110-12_sf508992/for-sale/,Active,ACTIVE,2021-04-27 02:41:21,2021-04-26 00:00:00,1275000,CA,San Francisco,94110,3620 Cesar Chavez St #404
155,6,2021-04-26 00:00:00,Tina Qi,599000,0,655,40947224,1,1,Keller Williams Benchmark,CONDO,2016,94124,san-francisco-ca/555-innes-ave-apt-312-san-francisco-ca-94124-110_460969/for-sale/,Active,ACTIVE,2021-04-27 01:46:33,2021-04-26 00:00:00,599000,CA,San Francisco,94124,555 Innes Ave #312
157,6,2021-04-20 00:00:00,Rochelle Vandermerwe,1375000,32000,906,421541498,2,2,Artemis Real Estate,CONDO,2016,94107,san-francisco-ca/1300-22nd-st-apt-418-san-francisco-ca-94107-110_421541498/for-sale/,Active,ACTIVE,2021-04-27 00:16:35,2021-04-20 00:00:00,1375000,CA,San Francisco,94107,1300 22nd St #418
158,6,2021-04-26 00:00:00,Erin Thompson,7900000,1410,4400,421542457,4,4,Compass,MULTI_FAMILY,1929,94114,san-francisco-ca/3790-21st-st-apt-2-san-francisco-ca-94114-110_421542457/for-sale/,Active,ACTIVE,2021-04-26 22:16:32,2021-04-26 00:00:00,7900000,CA,San Francisco,94114,3790 21st St #2
159,6,2021-04-22 00:00:00,Jason Hoffman,3995000,82966,2612,421541194,3,4,Compass,CONDO,2001,94107,san-francisco-ca/229-brannan-st-apt-14eg-san-francisco-ca-94107-110_421541194/for-sale/,Active,ACTIVE,2021-04-26 20:31:25,2021-04-22 00:00:00,3995000,CA,San Francisco,94107,229 Brannan St #14E/G
160,6,2021-04-26 00:00:00,Michael Freethy,1295000,2996,1709,421542433,1,2,Compass,SINGLE_FAMILY_HOUSE,1940,94116,san-francisco-ca/1934-30th-ave-san-francisco-ca-94116/pid_16wxoad48g/for-sale/,Active,ACTIVE,2021-04-26 19:56:27,2021-04-26 00:00:00,1295000,CA,San Francisco,94116,1934 30th Ave
161,6,2020-11-21 00:00:00,Erin Thompson,7900000,1410,4400,421541320,6,5,Compass,MULTI_FAMILY,1929,94114,san-francisco-ca/3790-21st-st-san-francisco-ca-94114-110_450052/for-sale/,Active,ACTIVE,2021-04-26 19:41:37,2020-11-21 00:00:00,7900000,CA,San Francisco,94114,3790 21st St
162,6,2021-03-30 00:00:00,Catherine Watson,749000,14972,747,421535752,2,1,Vanguard Properties,CONDO,2000,94110,san-francisco-ca/1800-bryant-st-102-san-francisco-ca-94110/pid_231yoad48g/for-sale/,Active,ACTIVE,2021-04-26 19:26:50,2021-03-30 00:00:00,749000,CA,San Francisco,94110,1800 Bryant St #102
163,6,2021-03-08 00:00:00,Kent Chen,685000,10038,653,421542361,1,1,Compass,CONDO,1949,94131,san-francisco-ca/955-corbett-ave-apt-7-san-francisco-ca-94131-110_421542361/for-sale/,Active,ACTIVE,2021-04-26 19:11:27,2021-03-08 00:00:00,685000,CA,San Francisco,94131,955 Corbett Ave #7
166,6,2021-04-22 00:00:00,Dawn Cusulos,3350000,56023,1857,421541463,2,2,Corcoran Global Living,CONDO,2014,94105,san-francisco-ca/401-harrison-st-apt-42a-san-francisco-ca-94105-110_459614/for-sale/,Active,ACTIVE,2021-04-26 17:56:42,2021-04-22 00:00:00,3350000,CA,San Francisco,94105,401 Harrison St #42A
167,6,2021-04-26 00:00:00,Leonel Medeiros,2970000,0,1262,421542358,3,2,CDMG at 181 Fremont St.,CONDO,2018,94105,san-francisco-ca/181-fremont-apt-63c-san-francisco-ca-94105-110_488102/for-sale/,Active,ACTIVE,2021-04-26 17:46:39,2021-04-26 00:00:00,2970000,CA,San Francisco,94105,181 Fremont #63C
169,6,2021-04-23 00:00:00,Ivan Fujinaka,1999000,4874,1985,421542062,3,4,Left Coast Properties,SINGLE_FAMILY_HOUSE,1923,94112,san-francisco-ca/1330-plymouth-ave-san-francisco-ca-94112/pid_9hjyoad48g/for-sale/,Active,ACTIVE,2021-04-26 16:41:29,2021-04-23 00:00:00,1999000,CA,San Francisco,94112,1330 Plymouth Ave
170,6,2021-04-05 00:00:00,Daria Saraf,1395000,2556,1319,421542296,2,2,Sotheby's International Realty,CONDO,1900,94117,san-francisco-ca/1620-fulton-st-san-francisco-ca-94117-110_454545/for-sale/,Active,ACTIVE,2021-04-26 16:26:27,2021-04-05 00:00:00,1395000,CA,San Francisco,94117,1620 Fulton St
172,6,2021-03-31 00:00:00,Stephanie Mates,383277,95280,535,421542130,1,1,Sequoia Real Estate,CONDO,2007,94107,san-francisco-ca/888-7th-street-304-san-francisco-ca-94107-110_437843/for-sale/,Active,ACTIVE,2021-04-26 11:21:19,2021-03-31 00:00:00,383277,CA,San Francisco,94107,888 7th St #304
173,6,2021-02-01 00:00:00,Rachel Swann,3300000,1359,3540,421540522,3,6,Compass,MULTI_FAMILY,1908,94109,san-francisco-ca/1240-jones-st-apt-3-san-francisco-ca-94109-110_421540522/for-sale/,Active,ACTIVE,2021-04-26 07:26:11,2021-02-01 00:00:00,3300000,CA,San Francisco,94109,1240 Jones St #3
174,6,2021-04-24 00:00:00,Justin Goldberg,1049000,75406,873,421542126,1,1,Compass,CONDO,2015,94105,san-francisco-ca/333-beale-street-7a-san-francisco-ca-94105-110_439825/for-sale/,Active,ACTIVE,2021-04-26 07:21:17,2021-04-24 00:00:00,1049000,CA,San Francisco,94105,333 Beale St #7A
175,6,2021-04-22 00:00:00,Jean-Paul Samaha,4500000,2500,3210,421541979,5,4,Vanguard Properties,SINGLE_FAMILY_HOUSE,2002,94110,san-francisco-ca/3526-19th-st-san-francisco-ca-94110-110_508086/for-sale/,Active,ACTIVE,2021-04-26 07:21:17,2021-04-22 00:00:00,4500000,CA,San Francisco,94110,3526 19th St
176,6,2021-03-24 00:00:00,Burton Louie,1695000,3135,1774,421541673,2,4,Compass,SINGLE_FAMILY_HOUSE,1955,94132,san-francisco-ca/245-lakeshore-dr-san-francisco-ca-94132/pid_t3d0oad48g/for-sale/,Active,ACTIVE,2021-04-26 07:21:16,2021-03-24 00:00:00,1695000,CA,San Francisco,94132,245 Lakeshore Dr
177,6,2021-04-25 00:00:00,Rachel Wong,1899000,3000,3592,421542218,3,5,"Prime Metropolis Prop., Inc.",MULTI_FAMILY,1913,94122,san-francisco-ca/1271-7th-ave-apt-3-san-francisco-ca-94122-110_421542218/for-sale/,Active,ACTIVE,2021-04-26 07:16:15,2021-04-25 00:00:00,1899000,CA,San Francisco,94122,1271 7th Ave #3
